CoDIGO PERSONA;EMPRESA;EDAD;SEXO;SEGMENTO;SEGMENTO_PERSONAL;NACIONAL/ EXTRANJERO;AGRUPADOR;MES DE INICIO;TOTAL HORAS POR PERSONA;CAPACITACION_DE_PAGA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSION PERCAPITA (US$);DOCENTE/INSTITUCIoN;ASISTENCIA
6526590;Rimac Seguros y Reasegrs;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;8;2;1;0;DIGITAL & TECH;VIRTUAL;56;Laboratoria;FALTO
6525915;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;8;2;1;0;DIGITAL & TECH;VIRTUAL;56;Laboratoria;ASISTIO
6541053;Rimac Seguros y Reasegrs;23;Femenino;Practicante;PRACTICANTE;NACIONAL;LEARNING;8;2;1;0;DIGITAL & TECH;VIRTUAL;56;Laboratoria;ASISTIO
6532416;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;8;2;1;0;DIGITAL & TECH;VIRTUAL;56;Laboratoria;ASISTIO
6541445;Rimac Seguros y Reasegrs;30;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;8;2;1;0;DIGITAL & TECH;VIRTUAL;56;Laboratoria;FALTO
6540555;Rimac Seguros y Reasegrs;36;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;8;2;1;0;DIGITAL & TECH;VIRTUAL;56;Laboratoria;ASISTIO
6540254;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;8;2;1;0;DIGITAL & TECH;VIRTUAL;56;Laboratoria;ASISTIO
6535154;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;8;2;1;0;DIGITAL & TECH;VIRTUAL;56;Laboratoria;ASISTIO
6502190;Rimac Seguros y Reasegrs;33;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;8;2;1;0;DIGITAL & TECH;VIRTUAL;56;Laboratoria;ASISTIO
6541601;Rimac Seguros y Reasegrs;44;Masculino;Gerente;GERENCIAL;NACIONAL;BREIN;9;2.5;1;2.5;INNOVACION;VIRTUAL;0;Brein;ASISTIO
6533056;Rimac Seguros y Reasegrs;39;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;BREIN;9;2.5;1;0;INNOVACION;VIRTUAL;0;Brein;ASISTIO
6533046;Rimac Seguros y Reasegrs;39;Masculino;Gerente;GERENCIAL;NACIONAL;BREIN;9;2.5;1;0;INNOVACION;VIRTUAL;0;Brein;ASISTIO
6542363;Rimac Seguros y Reasegrs;34;Masculino;Gerente;GERENCIAL;NACIONAL;BREIN;9;2.5;1;0;INNOVACION;VIRTUAL;0;Brein;ASISTIO
6540516;Rimac Seguros y Reasegrs;49;Masculino;Gerente;GERENCIAL;NACIONAL;BREIN;9;2.5;1;0;INNOVACION;VIRTUAL;0;Brein;ASISTIO
6535196;Rimac Seguros y Reasegrs;35;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;BREIN;9;2.5;1;0;INNOVACION;VIRTUAL;0;Brein;ASISTIO
6540771;Rimac Seguros y Reasegrs;45;Masculino;Gerente;GERENCIAL;NACIONAL;BREIN;9;2.5;1;0;INNOVACION;VIRTUAL;0;Brein;ASISTIO
6531660;Rimac Seguros y Reasegrs;33;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;BREIN;9;2.5;1;0;INNOVACION;VIRTUAL;0;Brein;ASISTIO
6533955;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;EXTRANJERO;LEARNING;1;3;1;3;NEGOCIO;VIRTUAL;975;GARP;ASISTIO
6536857;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;EXTRANJERO;LEARNING;1;3;1;0;NEGOCIO;VIRTUAL;975;GARP;ASISTIO
6541070;Rimac Seguros y Reasegrs;31;Masculino;Jefe;ADMINISTRATIVOS;EXTRANJERO;LEARNING;1;3;1;0;NEGOCIO;VIRTUAL;975;GARP;ASISTIO
6516170;Rimac Seguros y Reasegrs;30;Masculino;Jefe;ADMINISTRATIVOS;EXTRANJERO;LEARNING;2;3;1;3;NEGOCIO;VIRTUAL;975;GARP;ASISTIO
6527276;Rimac Seguros y Reasegrs;49;Masculino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;3;1;3;NEGOCIO;PRESENCIAL;184;CORPORACION BRECA S.A.C;ASISTIO
6519563;Rimac Seguros y Reasegrs;44;Femenino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;184;CORPORACION BRECA S.A.C;ASISTIO
6500525;Rimac Seguros y Reasegrs;52;Masculino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;184;CORPORACION BRECA S.A.C;ASISTIO
6540515;Rimac Seguros y Reasegrs;43;Masculino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;184;CORPORACION BRECA S.A.C;ASISTIO
6538879;Rimac Seguros y Reasegrs;53;Masculino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;184;CORPORACION BRECA S.A.C;ASISTIO
6529564;Rimac Seguros y Reasegrs;42;Femenino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;184;CORPORACION BRECA S.A.C;ASISTIO
6500003;Rimac Seguros y Reasegrs;60;Masculino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;184;CORPORACION BRECA S.A.C;ASISTIO
6501510;Rimac Seguros y Reasegrs;47;Masculino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;184;CORPORACION BRECA S.A.C;ASISTIO
6501137;Rimac Seguros y Reasegrs;45;Masculino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;184;CORPORACION BRECA S.A.C;ASISTIO
6502202;Rimac Seguros y Reasegrs;36;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;BREIN;2;3;1;3;INNOVACION;PRESENCIAL;0;BREIN;ASISTIO
6504667;Rimac S.A. EPS;34;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;BREIN;2;3;1;0;INNOVACION;PRESENCIAL;0;BREIN;ASISTIO
6531660;Rimac Seguros y Reasegrs;32;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;BREIN;2;3;1;0;INNOVACION;PRESENCIAL;0;BREIN;ASISTIO
6537073;Rimac Seguros y Reasegrs;40;Masculino;Gerente;GERENCIAL;NACIONAL;BREIN;2;3;1;0;INNOVACION;PRESENCIAL;0;BREIN;ASISTIO
6503188;Rimac Seguros y Reasegrs;42;Femenino;Gerente;GERENCIAL;NACIONAL;BREIN;2;3;1;0;INNOVACION;PRESENCIAL;0;BREIN;ASISTIO
6500669;Rimac Seguros y Reasegrs;41;Femenino;Gerente;GERENCIAL;NACIONAL;BREIN;2;3;1;0;INNOVACION;PRESENCIAL;0;BREIN;ASISTIO
6536310;Rimac Seguros y Reasegrs;40;Masculino;Gerente;GERENCIAL;NACIONAL;BREIN;2;3;1;0;INNOVACION;PRESENCIAL;0;BREIN;ASISTIO
6538881;Rimac Seguros y Reasegrs;37;Femenino;Gerente;GERENCIAL;NACIONAL;BREIN;2;3;1;0;INNOVACION;PRESENCIAL;0;BREIN;ASISTIO
6539438;Rimac Seguros y Reasegrs;44;Masculino;Gerente;GERENCIAL;NACIONAL;BREIN;2;3;1;0;INNOVACION;PRESENCIAL;0;BREIN;ASISTIO
6535180;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;3;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6538341;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6501652;Rimac Seguros y Reasegrs;35;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6510231;Rimac Seguros y Reasegrs;31;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6532234;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6528278;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6538198;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6503439;Rimac Seguros y Reasegrs;29;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6532656;Rimac Seguros y Reasegrs;23;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6541421;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6501722;Rimac Seguros y Reasegrs;33;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6533794;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6535156;Rimac Seguros y Reasegrs;24;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500943;Rimac Seguros y Reasegrs;36;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6541593;Rimac Seguros y Reasegrs;23;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6532652;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6538066;Rimac Seguros y Reasegrs;23;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6501466;Rimac Seguros y Reasegrs;35;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500197;Rimac Seguros y Reasegrs;50;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500286;Rimac Seguros y Reasegrs;44;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6504333;Rimac Seguros y Reasegrs;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500553;Rimac Seguros y Reasegrs;43;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6538172;Rimac Seguros y Reasegrs;43;Masculino;Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6500347;Rimac Seguros y Reasegrs;43;Femenino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6536045;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500193;Rimac Seguros y Reasegrs;48;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6517743;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6526146;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6541073;Rimac Seguros y Reasegrs;22;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6509472;Rimac Seguros y Reasegrs;58;Femenino;Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6501698;Rimac Seguros y Reasegrs;31;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6540372;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6538404;Rimac Seguros y Reasegrs;27;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6533320;Rimac Seguros y Reasegrs;28;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6538184;Rimac Seguros y Reasegrs;23;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6533349;Rimac Seguros y Reasegrs;35;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6529516;Rimac Seguros y Reasegrs;34;Masculino;Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6540140;Rimac Seguros y Reasegrs;44;Femenino;Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6536843;Rimac Seguros y Reasegrs;41;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6525226;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500950;Rimac Seguros y Reasegrs;38;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6525644;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6506752;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6532818;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6538383;Rimac Seguros y Reasegrs;33;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6537818;Rimac Seguros y Reasegrs;35;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6504093;Rimac Seguros y Reasegrs;43;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6504678;Rimac S.A. EPS;38;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6532673;Rimac Seguros y Reasegrs;27;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500589;Rimac Seguros y Reasegrs;42;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6540488;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6541423;Rimac Seguros y Reasegrs;23;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6541554;Rimac Seguros y Reasegrs;45;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500540;Rimac Seguros y Reasegrs;47;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6501136;Rimac Seguros y Reasegrs;35;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6519580;Rimac Seguros y Reasegrs;41;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6501292;Rimac Seguros y Reasegrs;45;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500378;Rimac Seguros y Reasegrs;50;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6500400;Rimac Seguros y Reasegrs;59;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6501230;Rimac Seguros y Reasegrs;45;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6500116;Rimac Seguros y Reasegrs;57;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6540921;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6536860;Rimac Seguros y Reasegrs;27;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6523069;Rimac S.A. EPS;33;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6524214;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6525893;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6540532;Rimac Seguros y Reasegrs;25;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6523581;Rimac Seguros y Reasegrs;39;Masculino;Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6500276;Rimac Seguros y Reasegrs;45;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6506073;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6500729;Rimac Seguros y Reasegrs;38;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;ASISTIO
6536819;Rimac Seguros y Reasegrs;32;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6508829;Rimac Seguros y Reasegrs;41;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6521265;Rimac Seguros y Reasegrs;27;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6541428;Rimac Seguros y Reasegrs;44;Femenino;Gerente;GERENCIAL;NACIONAL;LEARNING;2;3;1;0;NEGOCIO;PRESENCIAL;0;Ruben Rodriguez;FALTO
6502042;Rimac Seguros y Reasegrs;34;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;BREIN;3;3;1;3;INNOVACION;VIRTUAL;0;BREIN;ASISTIO
6502057;Rimac Seguros y Reasegrs;35;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;BREIN;3;3;1;0;INNOVACION;VIRTUAL;0;BREIN;ASISTIO
6500347;Rimac Seguros y Reasegrs;43;Femenino;Sub-Gerente;GERENCIAL;NACIONAL;BREIN;3;3;1;0;INNOVACION;VIRTUAL;0;BREIN;ASISTIO
6531681;Rimac Seguros y Reasegrs;34;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;BREIN;3;3;1;0;INNOVACION;VIRTUAL;0;BREIN;ASISTIO
6532229;Rimac Seguros y Reasegrs;34;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;BREIN;3;3;1;0;INNOVACION;VIRTUAL;0;BREIN;ASISTIO
6538426;Rimac Seguros y Reasegrs;25;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;BREIN;3;3;1;0;INNOVACION;VIRTUAL;0;BREIN;ASISTIO
6538330;Rimac Seguros y Reasegrs;42;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;BREIN;3;3;1;0;INNOVACION;VIRTUAL;0;BREIN;ASISTIO
6535174;Rimac Seguros y Reasegrs;33;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;BREIN;3;3;1;0;INNOVACION;VIRTUAL;0;BREIN;ASISTIO
6539493;Rimac Seguros y Reasegrs;23;Femenino;Practicante;PRACTICANTE;NACIONAL;LEARNING;10;3.5;1;3.5;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6504241;Rimac Seguros y Reasegrs;43;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6540555;Rimac Seguros y Reasegrs;36;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6542212;Rimac Seguros y Reasegrs;41;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6501247;Rimac Seguros y Reasegrs;42;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6541279;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6540125;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6542231;Rimac Seguros y Reasegrs;28;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6541569;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6540709;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6539446;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6502030;Rimac Seguros y Reasegrs;49;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6541626;Rimac Seguros y Reasegrs;27;Femenino;Practicante;PRACTICANTE;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6533927;Rimac Seguros y Reasegrs;30;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
6527264;Rimac Seguros y Reasegrs;48;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;10;3.5;1;0;DIGITAL & TECH;VIRTUAL;0;UTEC;ASISTIO
