CoDIGO PERSONA;EMPRESA;EDAD;SEXO;"ACTIVO/ CESADO 
(Data 07/12)";SEGMENTO;SEGMENTO_PERSONAL;CATEGORiA_PERSONAL;POSICION;UO3;UO2;NACIONAL/ EXTRANJERO;AGRUPADOR;EVENTO DE APRENDIZAJE;FECHA DE INICIO;FECHA DE TeRMINO;MES DE INICIO;TOTAL HORAS POR PERSONA;CAPACITACION_DE_PAGA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSION PERCAPITA (US$);DOCENTE/INSTITUCIoN;ASISTENCIA
6526585;Rimac Seguros y Reasegrs;36;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO RECLAMOS Y REQUERIMIENTOS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6500978;Rimac Seguros y Reasegrs;44;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE DE LOGISTICA;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6503153;Rimac Seguros y Reasegrs;38;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EXPERTO DE APLICACIONES;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6525198;Rimac Seguros y Reasegrs;32;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA OPERACIONES DE INVERSION;FINANZAS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6529555;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR DESARROLLO DEL TALENTO;DESARROLLO Y APRENDIZAJE;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6500110;Rimac Seguros y Reasegrs;52;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6538167;Rimac Seguros y Reasegrs;26;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO CENTRO DE INFORMACION;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6509584;Rimac Seguros y Reasegrs;34;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6502133;Rimac Seguros y Reasegrs;32;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO ANALISIS DE COBERTURAS VEH;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6501731;Rimac Seguros y Reasegrs;49;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6500191;Rimac Seguros y Reasegrs;50;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;CONFIGURADOR SR DE PRODUCTOS;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6500970;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE BUSINESS PROCESS ENGINEERING;BUSINESS PROCESS ENGINEERING;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6520400;Rimac S.A. EPS;37;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;REPRESENTANTE EN CLIENTES;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6540537;Rimac Seguros y Reasegrs;38;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA ASEGURAMIENTO DE CALIDAD;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6501928;Rimac Seguros y Reasegrs;48;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;PROCESS DESIGN SPECIALIST;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6536833;Rimac Seguros y Reasegrs;27;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6526949;Rimac Seguros y Reasegrs;35;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;TECNICO AJUSTADOR II;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6539177;Rimac Seguros y Reasegrs;37;Masculino;ACTIVO;Empleado FFVV;ADMINISTRATIVOS;COLABORADOR;SUPERVISOR DE TELEMARKETING;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6542458;Rimac Seguros y Reasegrs;20;Masculino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;COE ADVANCED ANALYTICS;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6504678;Rimac S.A. EPS;38;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;BUSINESS DEVELOPER;TRIBU EMPRESAS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6539244;Rimac Seguros y Reasegrs;41;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6528343;Rimac Seguros y Reasegrs;46;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6500887;Rimac Seguros y Reasegrs;45;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO CONTROL DE CALIDAD;EMISION;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6503697;Rimac Seguros y Reasegrs;35;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR DE MARKETING;MARKETING;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6504868;Rimac S.A. EPS;41;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ADMINISTRADOR DE CUENTAS PROV;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6507776;Rimac Seguros y Reasegrs;44;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6540450;Rimac Seguros y Reasegrs;44;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6541073;Rimac Seguros y Reasegrs;23;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE APOYO;NEGOCIOS INTERNACIONALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6502124;Rimac Seguros y Reasegrs;35;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO COBRANZA EMPRESAS;GESTION Y SOLUCIONES DE PAGO;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6528300;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;TRADER SR;MESA DE NEGOCIACION;DIVISION INVERSIONES;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6500902;Rimac Seguros y Reasegrs;42;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION VEH EMERG;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6504957;Rimac S.A. EPS;32;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;EJECUTIVO DE SERVICIO;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6501223;Rimac Seguros y Reasegrs;57;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6541594;Rimac Seguros y Reasegrs;23;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO APOYO COMERCIAL;CORREDORES ESTRATEGICOS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6502742;Rimac Seguros y Reasegrs;38;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GESTOR PLAN ESTRATEGICO Y CTRL GESTION;FINANZAS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6533932;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;PRODUCT OWNER;TRIBU DIGITAL;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6541051;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;GERENCIA ACTUARIAL;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6500259;Rimac Seguros y Reasegrs;45;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EXPERTO DE APLICACIONES SR;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6509447;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;BUSINESS PROCESS ENGINEER;BUSINESS PROCESS ENGINEERING;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6503574;Rimac Seguros y Reasegrs;38;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;CLOUD SPECIALIST;TRIBU DATA;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6541072;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE DATA;TRIBU DATA;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6542416;Rimac Seguros y Reasegrs;39;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6533791;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUPERVISOR CENTRAL DE CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6539717;Rimac Seguros y Reasegrs;37;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6533853;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6501009;Rimac Seguros y Reasegrs;40;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVOS FRONT;SUPERVISOR DE VENTAS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6511769;Rimac Seguros y Reasegrs;38;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6540489;Rimac Seguros y Reasegrs;22;Masculino;ACTIVO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;NEGOCIOS INTERNACIONALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6533793;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6502661;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ESPECIALISTA DE PROYECTOS TI;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6525642;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE GESTION;BUSINESS PROCESS ENGINEERING;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6532408;Rimac Seguros y Reasegrs;35;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;PRODUCT OWNER;PROYECTO IOT;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;ASISTIO
6542335;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6520422;Rimac Seguros y Reasegrs;43;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION EMERGENCIA;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6520577;Rimac Seguros y Reasegrs;33;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GESTOR PLAN ESTRATEGICO Y CTRL GESTION;TRIBU GESTION DE CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6532393;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE SUSCRIPCION;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6502304;Rimac Seguros y Reasegrs;34;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE TECNICO Y SUSCRIPCION VIDA;TRIBU VIDA;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6503440;Rimac Seguros y Reasegrs;40;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;BUSINESS PARTNER;TRIBU GESTION DE CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6500461;Rimac Seguros y Reasegrs;45;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE DE TESORERIA;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6539761;Rimac Seguros y Reasegrs;23;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6500610;Rimac Seguros y Reasegrs;48;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;GESTOR DE SUSCRIPCION;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6525018;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;TRADER SR;MESA DE NEGOCIACION;DIVISION INVERSIONES;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6533925;Rimac Seguros y Reasegrs;42;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE DE TELEMARKETING;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6541052;Rimac Seguros y Reasegrs;22;Masculino;CESADO;Practicante;PRACTICANTE;PRACTICANTE;PRACTICANTE;MESA DE NEGOCIACION;DIVISION INVERSIONES;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6540970;Rimac Seguros y Reasegrs;33;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6542376;Rimac Seguros y Reasegrs;44;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;SCRUM MASTER;CENTRO EXCELENCIA AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6532252;Rimac Seguros y Reasegrs;30;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;CAPACITADOR;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6527804;Rimac Seguros y Reasegrs;41;Femenino;ACTIVO;Empleado FFVV;ATENCION AL CLIENTE;MASIVAS FFVV;ASESOR DE SEGUROS;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6501543;Rimac Seguros y Reasegrs;42;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;PROCESS DESIGN SPECIALIST;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
6536870;Rimac S.A. EPS;33;Femenino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;LICENCIADO ATENCIONES MEDICAS;EXPERIENCIA DEL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Ama lo que haces con Wendy Ramos;23/11/2020;23/11/2020;11;1;1;0;FEEDBACK;VIRTUAL;0;Wendy Ramos;FALTO
